chrom,start,pvEW,l2EW,pvWY,l2WY
chr1,30787429,0.00167384198234832,-2.44745897697122,0.171441575845072,1.58496250072116
chr1,31133992,0.00241112251499347,-1.90046432644909,0.197703366862106,1.22239242133645
chr1,31882562,0.0550296648261905,-1,0.0084455461774983,1
chr1,33566052,0.189313173926138,1.84799690655495,0.00927910772007688,-3.0703893278914
chr1,33625169,0.221699993764876,0.347923303420307,0.00528695891593879,-2
chr1,33625170,0.84911052783237,0.147898695112313,0.000251833992671792,-2.12928301694497
chr1,34006603,0.00304373065020658,-Inf,,
chr1,34007365,,0,0.00491055616217265,-2.11547721741994
chr1,34188456,0.00368051456543157,1.48542682717024,0.0861168306512201,-0.584962500721156
chr1,34225859,1,-0.106915203916512,0.000744699944406871,-1.89308479608349
chr1,34225873,,0,9.18769700418328e-06,-3.90689059560852
chr1,34237958,1,-0.0995356735509144,0.00408927719102896,-1.38589115361933
chr1,34260464,0.00882356645784501,2.90689059560852,0.612833480547888,-0.350497247084133
chr1,34331959,0.278649697778319,0.423599512782268,0.000273441844109739,-3.21501289097085
chr1,34504496,0.00783190294565226,-Inf,0.245815033042624,Inf
chr1,34517244,0.00755750818575659,-3,1,-Inf
chr1,34536074,0.00453897733782333,1.02272007650008,1,-0.0524674198941355
chr1,34732367,1,-0.793549122532574,0.00292160219250269,3.21501289097085
chr1,34732378,0.826123442760114,0.447458976971221,0.009274280002696,1.13750352374994
chr1,35179318,1,-0.0220263063299991,0.00345004958325114,-Inf
chr1,35369100,0.00156213634174445,2.58496250072116,0.0180855101224078,-1.22239242133645
chr1,35849946,0.81457437531991,-0.222392421336448,0.00586990448386892,-3.23703919730085
chr1,35862422,0.00442184525142609,-2.49185309632968,0.386603924476692,-Inf
chr1,36009149,0.00355618129184601,-1.58496250072116,0.900664620295052,-0.53051471669878
chr1,36173451,0.891161643537911,0.115477217419936,0.00149851165418194,-1.26303440583379
chr1,36173780,,0,0.00830282359796786,-1
chr1,36180256,0.699405203741782,0.347923303420307,0.000368912303050683,-3.86249647625007
chr1,36235351,0.0015156239592408,-1.50250034052918,1,-0.15200309344505
chr1,36235484,0.00397573015859837,-1.50250034052918,0.117337701423454,-Inf
chr1,36807218,0.0186778492974925,-1.95935801550265,0.00848380636146793,1.94341647163363
chr1,36879564,,0,0.00287586706160759,-1.09953567355091
chr1,36910233,0.00962727204099931,-1.01197264166608,0.183647496958369,0.84799690655495
chr1,37045582,0.926849021145301,0.156119201917282,0.00912706640031652,-1.94753258010586
chr1,37045750,0.213597369070562,0.584962500721156,0.00125145217200726,-Inf
chr1,37136035,1,-0.0874628412503394,0.00411211278299779,-2.23446525363702
chr1,37383541,0.845252024219651,-0.514573172829758,6.50319644846121e-05,2.32192809488736
chr1,37384506,0.192791739262285,-Inf,0.000994649336780238,Inf
chr1,37637904,0.0097729311761966,-1.87446911791614,0.0232527483807031,1.75899190049621
chr1,37642302,0.358111673107677,0.37851162325373,0.00783190294565226,-1.58496250072116
chr1,37697317,0.00121409571239042,-Inf,0.969872274949972,Inf
chr1,37718603,0.836454487433887,-0.874469117916141,0.000864254313509573,1.87446911791614
chr1,37725990,0.00208708004261257,-Inf,,
chr1,37867987,0.000103512653050386,-2.60733031374961,0.822393529615524,0.700439718141092
chr1,37868019,0.00518732472295311,-1,0.197861368085155,0.662965012722429
chr1,37923413,0.0407000162514547,-2.08091999538357,0.00728343688967149,2.32192809488736
chr1,38417560,,0,0.00672601079876968,-0.788495894806288
chr1,38478331,0.682386657477816,0.428843298803874,0.00230024774070529,-3.20645087746743
chr1,38580680,0.00248118859932624,-Inf,,
chr1,38618647,0.49727965278342,0.241008099503795,0.00963667057880939,-2
chr1,38657921,0.00764189951970806,-2.44745897697122,0.204893893816379,2.32192809488736
chr1,38661651,0.00377308352570641,-1.16992500144231,0.262267183700435,-1.63742992061529
chr1,38661711,0.42011267955064,-0.359895945086383,0.00794919167105665,-2.01707351335894
chr1,38663074,0.00243673480898901,-Inf,,
chr1,38715886,0.00967618254148122,-1.41503749927884,1,-0.137503523749935
chr1,38719312,0.00283873262558341,1.70454411647383,0.0743630694614472,-0.723159794641176
chr1,38728657,0.00459739880985938,-1.93490497177812,1,-0.341036917835067
chr1,38916237,0.305058859261678,-0.53051471669878,0.00644045351510199,1
chr1,39008019,0.668524138886525,0.526068811667588,0.00561287426670144,-Inf
chr1,39008023,1,-0.036525876025114,0.00570817390119828,-1.96347412397489
chr1,39084401,1,0.195920209975257,0.00602484301580912,-Inf
chr1,39118545,0.868443844467624,-0.42449782852791,0.00606997236202328,1.70043971814109
chr1,39237757,0.00800994232988004,2.4594316186373,0.31868925843528,-0.415037499278844
chr1,39251842,0.000933047619747908,-Inf,,
chr1,39345447,0.275319564961625,-Inf,0.00526655932400424,Inf
chr1,39372430,0.488120858714743,0.298595591056739,0.0023002477407053,-2.08488889758651
chr1,39393867,0.75151734742286,-0.330148601692331,0.00276027852943048,-3.78135971352466
chr1,39410462,0.859350808026137,0.134929580086109,0.00208924961398474,-1.49749965947082
chr1,39446417,0.343766448245705,0.247927513443586,0.00117231122969595,-1.58496250072116
chr1,39446435,,0,0.00745589999556229,-0.906890595608519
chr1,39545652,0.00132634375060669,-2.07400058144378,0.299188860258133,1.1926450779424
chr1,39545653,0.00113845760280504,-Inf,,
chr1,39545666,0.000166320199125426,-Inf,,
chr1,39545672,7.19990356202542e-05,-2.70043971814109,0.13414932235906,1.70043971814109
chr1,39575706,1,0.263034405833794,0.00839476237074418,1
chr1,39579684,2.65740513267255e-05,Inf,0.0583815450011116,-0.86754970397635
chr1,39585605,0.00751383516118729,1.58496250072116,0.714393037634326,-0.362570079384708
chr1,39712311,0.000201045702273627,-2.03301505722796,0.831210387410928,0.700439718141092
chr1,39835007,0.000239585009270338,1.83289001416474,1,-0.0138057995250304
chr1,39925791,1,-0.0995356735509144,0.000495023634898772,-2.35989594508638
chr1,39925792,1,-0.0995356735509144,0.00403332658816585,-1.48542682717024
chr1,39925876,1,0.127550049720511,0.00132634375060669,-2.19793937761191
chr1,39925933,1,0.115477217419936,0.00650843449899178,-1.22239242133645
chr1,39935534,0.0037999029561781,1.33365738746947,0.971988835625942,0.106915203916512
chr1,40240762,0.00125145217200726,-Inf,0.0119618675092042,Inf
chr1,40265227,0.00618009915458613,Inf,0.60539677422466,-0.285402218862248
chr1,40659804,0.00628518164338448,-1.23946593469539,0.166301674311017,1.09953567355091
chr1,40679917,0.000522335828897824,2.70043971814109,0.591615162585184,-0.263034405833794
chr1,40788287,0.0060274169156343,1.58496250072116,1,-0.137503523749935
chr1,41154483,0.055284992717024,-Inf,0.00923649005522601,Inf
chr1,41169023,0.122767121390482,-0.973527788638809,0.00373742224674629,1.26303440583379
chr1,41927589,0.00729035809153564,2.22239242133645,1,0.0995356735509144
chr1,42367419,0.00988998777946401,-1.58496250072116,0.0765935175031503,1.49185309632967
chr1,42670345,0.0650730287753891,-1.73696559416621,0.00520470415403813,1.69514541847158
chr1,42726099,0.864342085636285,-0.29218075149331,0.00761640021678005,-3.18586654531133
chr1,42775137,0.884099961580074,0.263034405833794,0.00580458054945588,-2.70043971814109
chr1,42889819,0.00626475407728814,1.08746284125034,0.0176894534956903,-1
chr1,42989851,0.0069167126326294,-2.58496250072116,0.00354048110706891,2.61470984411521
chr1,43192783,1,-0.012072832300575,0.00737393870143485,-1.35989594508638
chr1,44009134,0.0367279868431342,-1.58496250072116,0.00988998777946401,1.58496250072116
chr1,44513045,0.00390475025348583,-Inf,,
chr1,45417380,,0,0.00959773025908889,-0.807354922057604
chr1,45527119,0.00119847135731448,-1.96193195916648,0.112331797677183,1.23946593469539
chr1,46850218,1,0,0.000534380905142477,-Inf
chr1,46886220,0.00257876458474225,1.05134688000022,0.0891083076216547,-0.466384379279064
chr1,48109431,0.593429752656057,0.415037499278844,0.00580458054945588,-2.70043971814109
chr1,49215438,0.292584140273833,-0.678071905112637,0.00856158437791896,0.84799690655495
chr1,49224447,0.00828406378957366,-Inf,0.00345004958325114,Inf
chr1,50609925,0.00248118859932625,-1,0.0444700952508737,0.819427754358179
chr1,50779013,0.00345004958325114,-2.58496250072116,0.00156213634174445,2.58496250072116
chr1,50840723,0.00882876095281862,-1,0.00514737719365038,1
chr1,51249416,0.569055914487387,0.15200309344505,0.00182604070656214,-1.22239242133645
chr1,51288480,1,0.0073795303655975,0.00670627560780558,-1.22239242133645
chr1,51290189,,0,0.0014431291622756,-1.70043971814109
chr1,51290195,1,0.0874628412503394,0.00228578811093833,-1.73696559416621
chr1,51303031,0.0869602915129094,0.459431618637297,0.00558095843341805,-0.777607578663552
chr1,51626399,0.00385205206578479,-1.09953567355091,0.36609804165199,-1.01594154386902
chr1,51704927,0.806073081220611,-Inf,0.00425530493544416,Inf
chr1,52055888,0.00759201184730879,-1.09953567355091,1,0
chr1,52100542,0.493802964632082,-0.192645077942396,0.00545756580554138,-1.68182403997375
chr1,52117169,0.435078304764757,-0.289506617194985,0.00258055359293061,-1.61738397841353
chr1,52150112,0.00788973651109102,2.58496250072116,0.00694342879531315,-1.87446911791614
chr1,52167113,0.00627545496577459,-1.37851162325373,0.218432838776522,-Inf
chr1,52171602,0.173566420832477,1.72246602447109,0.00554265892762623,-Inf
chr1,52267922,1,0.169925001442312,0.00432140161125946,-3.03242147769238
chr1,52502538,0.546342113114494,0.234465253637023,0.000139850672677271,-2.14135584924554
chr1,52502728,0.00594730766695801,-1.11547721741994,1,-0.299560281858908
chr1,52719286,0.00216204604611947,1.58496250072116,0.0845073631228786,-0.502500340529183
chr1,52799900,0.834968706358955,0.337869638756384,0.00942140928978595,-3.22239242133645
chr1,53120132,0.0931207426476714,-1.08488889758651,0.00821021557733965,1.22239242133645
chr1,53662590,0.00518732472295311,-Inf,0.051229509626366,Inf
chr1,53668528,0.00828259185894712,1.29956028185891,,
chr1,53721081,0.868053370899759,0.115477217419936,0.000300184605251705,-1.41503749927884
chr1,53846102,0.000399051344775518,-Inf,,
chr1,53976286,0.855059005585817,-0.277533975528909,0.00670627560780558,0.862496476250065
chr1,53986612,0.00137257705506664,-Inf,,
chr1,54564282,0.0438455416601764,-1.13750352374993,0.00759949614602381,1.21804695106048
chr1,54684755,0.463652495869384,0.343954401217361,2.05398187715689e-05,-3.88452278258006
chr1,54815287,1,0.122856747785534,0.00704045810532959,-1.27897594970282
chr1,55202064,0.00871028430304806,-1.42449782852791,0.890799668115198,-0.736965594166206
chr1,55202253,0.00216862198732023,-Inf,,
chr1,55407271,0.751294558654626,0.321928094887362,0.00154958769803654,-Inf
chr1,55407601,0.405767693012898,0.222392421336448,0.00334977770073423,-1.11547721741994
chr1,55407617,0.14656475793393,0.347923303420307,0.000995466800980904,-1.22239242133645
chr1,55433983,,0,0.00594730766695801,-1.11547721741994
chr1,55434685,0.880669827312705,0.247092861964772,0.00431230775693023,-2.55694812455156
chr1,55455503,0.683794760808651,0.192645077942396,0.00863602746435901,-1.4594316186373
chr1,55735571,0.0583046351587196,-Inf,0.00528695891593879,Inf
chr1,55749351,0.00899670070423265,2.20645087746743,0.270791273274502,-0.62148837674627
chr1,55821528,1,0.115477217419936,0.00501246431721339,-1.70043971814109
chr1,56399241,1,0.0614005446641433,0.00227973301333333,-1.30086647935953
chr1,56399327,0.00742605062505423,-1.55639334852439,0.449102232975529,-1.84799690655495
chr1,56845097,1,0.263034405833794,0.00254134135513686,1.61143471208235
chr1,56942251,0.00412359760130996,Inf,0.617075077451974,0.237039197300849
chr1,56969153,0.193930852282411,-Inf,0.00290364710900513,Inf
chr1,57436850,1,-0.137503523749935,0.00272834232087952,-2.4374053123073
chr1,57595229,0.00243673480898901,-Inf,1,Inf
chr1,57595318,0.005523474248329,-1.92199748799873,0.362379647315707,1.36257007938471
chr1,58210225,9.93309018068647e-05,-2,1,-0.584962500721156
chr1,58210231,6.72031495897737e-05,-3.41503749927884,1,-Inf
chr1,58210240,1.04616221502945e-05,-Inf,,
chr1,58210249,0.000533898693222285,-3.24392558288609,1,-Inf
chr1,58211157,0.000116408069911784,-3.58496250072116,1,-Inf
chr1,58292225,0.00837406390315898,-1.41503749927884,0.104782876131473,-2.49185309632968
chr1,58292291,0.00116384695773024,-2.64385618977473,0.651667452228406,-Inf
chr1,58292351,0.00199564457782692,-3.35049724708413,1,0.502500340529183
chr1,58292381,0.00147067433658806,-1.65450343397423,0.398472782016598,-1.96347412397489
chr1,58311642,0.00501228714548868,-0.84799690655495,1,-0.0264722113611912
chr1,58359664,0.00860807885646543,-Inf,,
chr1,58422156,0.729775155917416,-0.330148601692331,0.00403280687721971,-3.43538614467065
chr1,58448789,0.7844294595176,0.15200309344505,0.00581236241848456,-0.906890595608519
chr1,58867708,0.290859865632937,0.247927513443586,0.00641930680570142,-1
chr1,59071143,0.00546632308905348,-3.67807190511264,0.0533093561124817,2.77760757866355
chr1,59160858,0.00399336318483123,-1.13750352374994,0.439881712851535,-1.18442457113743
chr1,59160974,0.00149493454422721,-3.13750352374994,1,-Inf
chr1,59161033,9.21384690690498e-08,-Inf,,
chr1,59485671,1,0.0931094043914815,0.00176483198078853,-2.11547721741994
chr1,59495978,0.00956202942517665,-1.83289001416474,5.89099328543815e-05,2.09592441999854
chr1,59496196,0.0833791147819728,-1.75488750216347,0.000517907439118121,2.40439025507934
chr1,59496197,0.00253868673815036,-2.11547721741994,0.00762815372345302,1.93288580414146
chr1,59496222,0.00229952412351651,-1.65896308216493,0.000123960649710194,1.84799690655495
chr1,59496223,0.000642740239103374,-2.12928301694497,0.0152442815646191,1.73696559416621
chr1,59496234,0.00627110548159524,-1.75488750216347,0.00236482534165066,1.77760757866355
chr1,59496252,0.162625272847254,-1.11345804978328,0.00138946829792822,1.54314232502653
chr1,59516182,0.00182349821905565,3.16992500144231,0.44399437602301,-0.584962500721156
chr1,59516200,0.000120522509265797,3.28950661719498,0.381132619337602,-0.415037499278844
chr1,59516236,0.00748188273732918,2.08091999538357,1,-0.343954401217361
chr1,59609960,0.270724593117824,0.280107919192735,0.00830282359796786,-1
chr1,59633305,0.316232687265707,-2.16992500144231,0.00133323107926282,3.42146376843828
chr1,59914809,1,-0.137503523749935,0.0027245317909194,-2.32192809488736
chr1,59916021,0.000898912788114091,-3.32192809488736,0.965723871381836,0.906890595608519
chr1,59916085,0.000441832719713911,-Inf,1,Inf
chr1,59916112,0.000691004905184803,-Inf,1,Inf
chr1,60408560,0.00556118209995227,-Inf,0.347754898567514,Inf
chr1,60567897,0.00672727283675571,1,0.00784167155890147,-0.917537839808027
chr1,60715652,0.654001120664954,0.169925001442312,0.00403332658816585,-1.32192809488736
chr1,60715758,0.171145905033236,0.678071905112638,0.00602484301580912,-1.90689059560852
chr1,60716141,0.751736675624779,-0.277533975528909,0.00828352654606517,-2.96347412397489
chr1,60716234,0.873627706168215,-0.127550049720511,0.00317742801234666,-2.57288966842058
chr1,60756164,0.260295282438198,0.555215157327104,0.00308959859561876,-1.77760757866355
chr1,61046251,1,0.137503523749935,0.00454990255729504,1.08091999538357
chr1,61135940,0.0043964994198016,-3.01197264166608,1,0.652076696579693
chr1,61404133,0.00982327450751925,-2.32192809488736,0.456056540250256,-Inf
chr1,61439945,,,0.00927910772007688,-3.0703893278914
chr1,61780129,0.222974474963456,-0.397963985919902,0.00515895423925121,-2.42146376843828
chr1,61833424,0.493802964632082,0.192645077942396,0.00248851986824069,-1.22239242133645
chr1,62181610,0.0143696036132277,1,0.00851138427111992,-1.1926450779424
chr1,62319516,0.00565787232685343,-2.78290187833307,1,-0.289506617194985
chr1,62713129,0.166994117926186,0.321928094887362,0.00454519311811781,-0.906890595608519
chr1,62747917,0.00586990448386892,2.66985139830767,1,-0.0324214776923775
chr1,62751789,1,0.0848888975865129,0.000396540473428592,-3.44745897697122
chr1,62751983,0.355541806949142,0.53051471669878,0.0043583796394191,-2.58496250072116
chr1,63248395,,,0.000454383412466275,Inf
chr1,63269933,0.0129652985134823,-2.22239242133645,0.00391164465252761,2.42884329880387
chr1,63639928,,0,0.00863602746435901,-1.8073549220576
chr1,64291196,1,-0.736965594166206,0.00927910772007686,2.77444029958487
chr1,64526696,0.0047540656801358,-2.4594316186373,1,-1
chr1,64560375,0.920758910936551,0.210566985939658,0.00700520216696208,-1.75488750216347
chr1,64603903,0.00426672482217614,-2.32192809488736,0.912408768036624,0.710493382805015
chr1,64716111,0.00115811133983759,-1.42146376843828,0.259983291886414,0.777607578663552
chr1,64867991,0.00511699456643344,Inf,0.487856662917878,-0.807354922057604
chr1,64876244,0.0254400475877483,0.639039173476949,0.00135893054936564,-1.26052755022322
chr1,65003453,0.00863602746435901,1.4594316186373,0.347754898567514,-0.347923303420307
chr1,65177109,0.00577618351255599,-2.62148837674627,1,-0.678071905112638
chr1,65177124,0.00207405764060172,-Inf,,
chr1,65177125,0.000166390054054019,-2.87036471958341,0.5489096063556,-Inf
chr1,65536446,0.00627131164431757,3.12553088208386,0.0014475784532841,-3.5405683813627
chr1,66131244,0.000369743917912409,-Inf,0.00131440590291598,Inf
chr1,66329186,0.878152998746845,-1.05444778402238,0.00700094198944863,2.88041838424733
chr1,66672809,0.00303831848229099,-1.13750352374994,0.0259022507324519,-Inf
chr1,66672824,0.000569146791104727,-1.62243720613982,0.102959564767238,-Inf
chr1,66672900,5.46759877710558e-05,-Inf,,
chr1,66862094,0.00927910772007688,-1.51096191927738,0.0739831513837036,-Inf
chr1,66862275,1,0.0415791037513993,0.0029891119054999,-2.53051471669878
chr1,66865809,0.00056475607551819,-1.37851162325373,1,0.37851162325373
chr1,66897237,1,-0.0207585601667975,0.00561287426670144,-Inf
chr1,66987521,0.000186298023747123,-Inf,0.771705900723317,Inf
chr1,67912047,0.0273724848078748,-1.1926450779424,0.00205700209817176,1.45567948377619
chr1,68074811,0.456056540250256,-0.321928094887362,0.0017304461976466,-2.76553474636298
chr1,68965972,0.0685373035554427,-Inf,0.00703025831808492,Inf
chr1,69362945,1,Inf,0.00511950001006445,2.09953567355091
chr1,69498950,0.212027381426606,-0.396178472027528,0.00755750818575659,-2.91886323727459
chr1,69498962,0.00524382493352675,-1.6724253419715,0.23609782178879,-Inf
chr1,69587877,0.00828406378957366,-1.8073549220576,0.567709166197353,0.959358015502654
chr1,69656994,0.42011267955064,0.359895945086383,0.000913722331510914,-2.1963972128035
chr1,69657041,0.596884613910206,-0.433653177446191,0.00334977770073423,-Inf
chr1,69672364,0.00340306033851764,-Inf,0.69963753244622,Inf
chr1,69679978,0.00159493061617469,-Inf,,
chr1,69682784,0.00357107305428262,-3.35049724708413,0.355621424238384,2.08746284125034
chr1,69682977,0.000844916149634942,-Inf,0.941865346787233,Inf
chr1,69829341,1,0.067114195858537,0.000399051344775518,-3.70043971814109
chr1,71811521,0.00214809119540587,1.4594316186373,0.169619734411451,-0.415037499278844
chr1,71893741,0.00387604144899476,2.71989208080726,0.0903769118585831,-0.835369298227201
chr1,72111101,0.00541793134775681,1.18057224564182,1,-0.0874628412503394
chr1,72244563,0.00942353601719398,Inf,0.579717429492992,-0.765534746362977
chr1,72599794,0.604475243293973,-0.289506617194985,0.00174690309615886,-3.29545588352617
chr1,72861234,0.183037785193522,0.758991900496205,0.00272834232087952,-2.34395440121736
chr1,74052023,0.0291922597351886,0.84799690655495,0.00594730766695801,-1.11547721741994
chr1,74066245,,0,0.0014431291622756,-1.70043971814109
chr1,74134718,0.00383092022486717,-Inf,0.350201389179296,Inf
chr1,74135485,0.00269979606326019,-1.8073549220576,0.451260468164094,-Inf
chr1,74344114,0.0475742110915015,-0.881011963782913,0.00139965039582515,1.08746284125034
chr1,74712222,0.644227659325018,-1.47804729680464,0.00558549970687641,3.03747470541866
chr1,75354146,0.059770186524558,-1.04439411935845,0.00377308352570641,1.16992500144231
chr1,75485599,0.0166005534135916,-2.03242147769238,0.00700094198944863,2.16992500144231
chr1,75565588,0.000723167204369704,-3.87148525947732,0.243836213088103,2.40808473863708
chr1,76065927,0.701823713372777,-0.807354922057604,0.00774689192215156,1.70781924850669
chr1,76225565,0.00853294543525473,-1.37851162325373,0.0263292465572775,1.24100809950379
chr1,76997984,0.00602741691563433,2.22239242133645,0.0431837495639481,-1.32192809488736
chr1,77226937,0.0538758910245502,0.678071905112638,0.00999708098257539,-0.947532580105864
chr1,77369745,0.229621507611992,0.571156701196126,3.54813515875747e-05,-2.98054763733383
chr1,77369805,0.00642392173206346,1.16992500144231,0.000490878644840285,-1.58496250072116
chr1,77370640,0.494232673652089,0.364996816779248,0.00272834232087952,-2.4374053123073
chr1,77462488,0.923155324771935,0.196397212803504,0.00830314788653748,-2.98994633533608
chr1,77465753,0.000568401765392084,-3.37851162325373,1,0.53051471669878
chr1,77465795,0.000148018047805353,-2.22881869049588,0.22354287457132,-Inf
chr1,78123083,0.00154958769803654,3.32192809488736,0.291509362189711,-0.53051471669878
chr1,78595915,0.00196399260911395,1.70043971814109,0.823397450098905,-0.182591413278473
chr1,78726076,0.911331789357421,0.169925001442312,0.00328948079737141,-1.93545974780529
chr1,78726104,1,0.0995356735509144,0.00765437954822623,-2.28010791919274
chr1,78819900,1,-0.115477217419936,0.00160030723441061,-3.46948528330122
chr1,78819988,0.514163909396646,0.29218075149331,0.000243775490539109,-3.47804729680464
chr1,79205541,0.00909459163840709,-1.22239242133645,0.00909459163840709,1.22239242133645
chr1,79575600,0.00844767161640196,-3.32192809488736,0.000446066428023202,3.65896308216493
chr1,79734366,0.211243802365606,0.485426827170242,0.000408185962140807,-1.76553474636298
chr1,79734831,0.591615162585185,0.263034405833794,0.00113845760280504,-2.22239242133645
chr1,79739681,0.0057653401843164,-1.37851162325373,1,0.106915203916512
chr1,79739691,0.574628070589583,-0.374395514781498,0.00768230791463895,-Inf
chr1,79739692,0.0084046645500534,-1.12928301694497,0.0341059466385526,-Inf
chr1,79740443,1,-0.0406419844973459,0.00649558625717902,-2.54432051622381
chr1,79846778,0.787136510451117,0.237039197300849,0.00375221010087384,-1.87446911791614
chr1,79905322,0.00602484301580912,1.90689059560852,0.055284992717024,-1.11547721741994
chr1,80212845,0.00909971882291031,1.6724253419715,0.713761729136044,0.208586621811418
chr1,80253026,0.00828406378957366,-1.8073549220576,0.732210284682216,-1.51457317282976
chr1,80309021,1,0.0931094043914815,0.00403280687721971,-1.37196877738696
chr1,80362550,0.00721459306790997,-Inf,,
chr1,80412571,0.107699622089229,-1.0703893278914,0.00816137512145479,1.48542682717024
